contig_id	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	warnings
NODE_A30_length_4403_cov_108.992603_BlackFly20	4403	No	NA	4	0	0	Low-quality	Genome-fragment	34.55	AAI-based (medium-confidence)	0.0	1.01	no viral genes detected
NODE_A22_length_4398_cov_109.492016_BlackFly21	4398	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A48_length_4390_cov_6.475075_BlackFly27	4390	No	NA	10	2	0	Low-quality	Genome-fragment	4.29	AAI-based (medium-confidence)	0.0	1.0	
NODE_A79_length_4390_cov_5.878739_BlackFly43	4390	No	NA	10	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A11_length_4377_cov_24.917674_BlackFly13	4377	No	NA	2	2	0	High-quality	High-quality	91.72	AAI-based (medium-confidence)	0.0	1.0	
NODE_A23_length_4374_cov_16.596928_BlackFly21	4374	No	NA	2	1	0	Low-quality	Genome-fragment	33.45	HMM-based (lower-bound)	0.0	1.0	
NODE_A31_length_4351_cov_8.326158_BlackFly6	4351	No	NA	2	1	0	Low-quality	Genome-fragment	47.44	AAI-based (medium-confidence)	0.0	1.0	
NODE_A22_length_4350_cov_78.049614_BlackFly53	4350	No	NA	2	2	0	High-quality	High-quality	94.77	AAI-based (high-confidence)	0.0	1.0	
NODE_A31_length_4350_cov_17.000000_BlackFly20	4350	No	NA	2	1	0	High-quality	High-quality	92.63	AAI-based (medium-confidence)	0.0	1.0	
NODE_A39_length_4344_cov_20.511132_BlackFly30	4344	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A144_length_4335_cov_5.414749_BlackFly49	4335	No	NA	11	3	0	Low-quality	Genome-fragment	2.78	HMM-based (lower-bound)	0.0	1.0	
NODE_A5_length_4335_cov_7.108032_BlackFly41	4335	No	NA	8	7	0	Low-quality	Genome-fragment	8.95	AAI-based (medium-confidence)	0.0	1.0	
NODE_A13_length_4328_cov_12.258998_BlackFly38	4328	No	NA	2	1	0	Low-quality	Genome-fragment	44.54	AAI-based (medium-confidence)	0.0	1.0	
NODE_A49_length_4325_cov_13.888889_BlackFly27	4325	No	NA	8	3	0	Low-quality	Genome-fragment	10.24	AAI-based (high-confidence)	0.0	1.0	
NODE_A31_length_4324_cov_11.797504_BlackFly5	4324	No	NA	2	1	0	High-quality	High-quality	93.99	AAI-based (medium-confidence)	0.0	1.0	
NODE_A57_length_4324_cov_10.689428_BlackFly12	4324	No	NA	4	0	2	Low-quality	Genome-fragment	2.05	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A8_length_4314_cov_6.193061_BlackFly11	4314	No	NA	3	1	0	Low-quality	Genome-fragment	2.91	AAI-based (medium-confidence)	0.0	1.0	
NODE_A75_length_4305_cov_171.162015_BlackFly16	4305	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A89_length_4305_cov_7.453169_BlackFly19	4305	No	NA	7	3	0	Low-quality	Genome-fragment	15.49	AAI-based (high-confidence)	0.0	1.0	
NODE_A76_length_4304_cov_14.836527_BlackFly16	4304	No	NA	8	3	0	Low-quality	Genome-fragment	8.23	AAI-based (medium-confidence)	0.0	1.02	
NODE_A32_length_4300_cov_5.247691_BlackFly6	4300	No	NA	9	9	0	Low-quality	Genome-fragment	11.47	AAI-based (medium-confidence)	0.0	1.0	
NODE_A33_length_4296_cov_9.401043_BlackFly5	4296	No	NA	5	3	0	Low-quality	Genome-fragment	9.24	AAI-based (high-confidence)	0.0	1.0	
NODE_A36_length_4296_cov_4.457928_BlackFly48	4296	No	NA	6	4	0	Low-quality	Genome-fragment	8.49	AAI-based (high-confidence)	0.0	1.0	
NODE_A24_length_4281_cov_11.563987_BlackFly34	4281	No	NA	5	4	0	Low-quality	Genome-fragment	9.53	AAI-based (high-confidence)	0.0	1.01	
NODE_A66_length_4281_cov_60.724072_BlackFly3	4281	No	NA	5	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A33_length_4269_cov_7.218511_BlackFly6	4269	No	NA	9	6	0	Low-quality	Genome-fragment	10.18	AAI-based (high-confidence)	0.0	1.0	
NODE_A6_length_4267_cov_174.797852_BlackFly33	4267	No	NA	3	1	0	Low-quality	Genome-fragment	45.99	AAI-based (medium-confidence)	0.0	1.0	
NODE_A33_length_4263_cov_30.065934_BlackFly20	4263	No	NA	2	2	0	High-quality	High-quality	90.36	AAI-based (medium-confidence)	0.0	1.0	
NODE_A33_length_4261_cov_8.732792_BlackFly32	4261	No	NA	6	1	0	Low-quality	Genome-fragment	10.47	AAI-based (medium-confidence)	0.0	1.0	
NODE_A61_length_4259_cov_5.424438_BlackFly15	4259	No	NA	9	3	0	Low-quality	Genome-fragment	6.13	HMM-based (lower-bound)	0.0	1.0	
NODE_A9_length_4259_cov_16.339550_BlackFly46	4259	No	NA	1	1	0	Medium-quality	Genome-fragment	72.51	AAI-based (medium-confidence)	0.0	1.0	
NODE_A53_length_4258_cov_3.486486_BlackFly23	4258	No	NA	7	7	0	Low-quality	Genome-fragment	6.15	AAI-based (high-confidence)	0.0	1.0	
NODE_A58_length_4256_cov_6.201244_BlackFly12	4256	No	NA	8	0	0	Low-quality	Genome-fragment	8.03	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_B24_length_4255_cov_122.558640_BlackFly27	4255	No	NA	5	2	0	Low-quality	Genome-fragment	39.67	HMM-based (lower-bound)	0.0	1.88	high kmer_freq may indicate large duplication
NODE_A24_length_4250_cov_4.263599_BlackFly21	4250	No	NA	8	3	0	Low-quality	Genome-fragment	8.36	AAI-based (medium-confidence)	0.0	1.0	
NODE_A77_length_4249_cov_8.379195_BlackFly16	4249	No	NA	5	5	0	Low-quality	Genome-fragment	8.62	AAI-based (medium-confidence)	0.0	1.0	
NODE_A89_length_4246_cov_6177.681698_BlackFly28	4246	No	NA	2	0	0	Low-quality	Genome-fragment	9.48	AAI-based (high-confidence)	0.0	1.01	no viral genes detected
NODE_A67_length_4237_cov_28.491106_BlackFly3	4237	No	NA	4	1	0	Low-quality	Genome-fragment	10.72	AAI-based (medium-confidence)	0.0	1.0	
NODE_A78_length_4233_cov_8.738932_BlackFly16	4233	No	NA	2	2	0	High-quality	High-quality	93.48	AAI-based (high-confidence)	0.0	1.0	
NODE_A49_length_4229_cov_7.030829_BlackFly52	4229	No	NA	1	1	0	Medium-quality	Genome-fragment	72.0	AAI-based (medium-confidence)	0.0	1.0	
NODE_A34_length_4223_cov_5.430777_BlackFly5	4223	No	NA	2	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A6_length_4218_cov_9.574016_BlackFly25	4218	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A83_length_4216_cov_7.885963_BlackFly43	4216	No	NA	2	1	0	Medium-quality	Genome-fragment	52.49	HMM-based (lower-bound)	0.0	1.0	
NODE_A33_length_4215_cov_10.551957_BlackFly9	4215	No	NA	7	2	0	Low-quality	Genome-fragment	8.76	AAI-based (medium-confidence)	0.0	1.0	
NODE_A35_length_4210_cov_3.112267_BlackFly5	4210	No	NA	11	0	1	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A69_length_4207_cov_5.347458_BlackFly3	4207	No	NA	6	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A84_length_4207_cov_6.246731_BlackFly43	4207	No	NA	5	2	0	Low-quality	Genome-fragment	3.23	HMM-based (lower-bound)	0.0	1.0	
NODE_A36_length_4202_cov_5.595636_BlackFly5	4202	No	NA	2	2	0	Low-quality	Genome-fragment	1.43	HMM-based (lower-bound)	0.0	1.0	
NODE_A149_length_4194_cov_167.395676_BlackFly49	4194	No	NA	6	1	0	Low-quality	Genome-fragment	8.44	HMM-based (lower-bound)	0.0	1.0	
NODE_A79_length_4194_cov_43.631285_BlackFly16	4194	No	NA	11	2	0	Low-quality	Genome-fragment	6.49	HMM-based (lower-bound)	0.0	1.0	
NODE_A91_length_4194_cov_19.336896_BlackFly19	4194	No	NA	8	4	0	Low-quality	Genome-fragment	3.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A9_length_4191_cov_15.251580_BlackFly22	4191	No	NA	1	1	0	Medium-quality	Genome-fragment	64.98	AAI-based (medium-confidence)	0.0	1.0	
NODE_A92_length_4190_cov_10.087527_BlackFly28	4190	No	NA	9	3	0	Low-quality	Genome-fragment	2.38	AAI-based (high-confidence)	0.0	1.0	
NODE_A50_length_4185_cov_10.114411_BlackFly27	4185	No	NA	5	3	0	Low-quality	Genome-fragment	4.69	AAI-based (medium-confidence)	0.0	1.0	
NODE_A34_length_4184_cov_9.631848_BlackFly32	4184	No	NA	7	6	0	Low-quality	Genome-fragment	8.95	AAI-based (medium-confidence)	0.0	1.0	
NODE_A80_length_4179_cov_16.443442_BlackFly16	4179	No	NA	11	2	2	Low-quality	Genome-fragment	8.21	AAI-based (high-confidence)	0.0	1.0	
NODE_A25_length_4178_cov_34.643502_BlackFly34	4178	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A85_length_4175_cov_4.440947_BlackFly43	4175	No	NA	6	1	0	Low-quality	Genome-fragment	4.71	HMM-based (lower-bound)	0.0	1.0	
NODE_A50_length_4173_cov_9.147217_BlackFly29	4173	No	NA	12	2	0	Low-quality	Genome-fragment	10.46	AAI-based (high-confidence)	0.0	1.0	
NODE_A11_length_4167_cov_12.770416_BlackFly58	4167	No	NA	5	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A81_length_4167_cov_32.190709_BlackFly16	4167	No	NA	9	5	0	Low-quality	Genome-fragment	8.74	AAI-based (medium-confidence)	0.0	1.0	
NODE_A7_length_4166_cov_61.290291_BlackFly33	4166	No	NA	2	1	0	Low-quality	Genome-fragment	46.52	AAI-based (high-confidence)	0.0	1.0	
NODE_A26_length_4165_cov_10.314579_BlackFly34	4165	No	NA	5	4	0	Low-quality	Genome-fragment	9.41	AAI-based (medium-confidence)	0.0	1.0	
NODE_A35_length_4165_cov_12.240949_BlackFly20	4165	No	NA	4	2	0	Low-quality	Genome-fragment	8.55	AAI-based (medium-confidence)	0.0	1.0	
NODE_A82_length_4148_cov_9.556129_BlackFly16	4148	No	NA	7	5	0	Low-quality	Genome-fragment	9.67	AAI-based (medium-confidence)	0.0	1.0	
NODE_A35_length_4147_cov_13.336609_BlackFly59	4147	No	NA	4	0	0	Low-quality	Genome-fragment	2.63	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A41_length_4141_cov_14.204478_BlackFly30	4141	No	NA	4	1	0	Low-quality	Genome-fragment	6.6	HMM-based (lower-bound)	0.0	1.0	
NODE_A27_length_4138_cov_21.944841_BlackFly34	4138	No	NA	9	6	0	Low-quality	Genome-fragment	8.16	AAI-based (medium-confidence)	0.0	1.0	
NODE_A15_length_4136_cov_764.853905_BlackFly45	4136	No	NA	3	1	0	Low-quality	Genome-fragment	34.09	AAI-based (medium-confidence)	0.0	1.01	
NODE_A25_length_4136_cov_6.903671_BlackFly21	4136	No	NA	10	2	0	Low-quality	Genome-fragment	5.36	HMM-based (lower-bound)	0.0	1.01	
NODE_A83_length_4134_cov_13.418536_BlackFly16	4134	No	NA	11	9	0	Low-quality	Genome-fragment	11.71	AAI-based (high-confidence)	0.0	1.0	
NODE_A134_length_4132_cov_12.291492_BlackFly57	4132	No	NA	7	0	0	Medium-quality	Genome-fragment	62.95	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A84_length_4130_cov_13.099433_BlackFly16	4130	No	NA	5	4	0	Low-quality	Genome-fragment	9.08	AAI-based (medium-confidence)	0.0	1.0	
NODE_A97_length_4127_cov_19.121481_BlackFly28	4127	No	NA	8	5	0	Low-quality	Genome-fragment	8.38	AAI-based (high-confidence)	0.0	1.0	
NODE_A70_length_4123_cov_24.223183_BlackFly3	4123	No	NA	5	2	0	Low-quality	Genome-fragment	12.1	HMM-based (lower-bound)	0.0	1.0	
NODE_A93_length_4121_cov_10.447082_BlackFly19	4121	No	NA	9	4	0	Low-quality	Genome-fragment	8.11	AAI-based (high-confidence)	0.0	1.0	
NODE_A11_length_4120_cov_7.586693_BlackFly18	4120	No	NA	4	1	0	Low-quality	Genome-fragment	3.32	AAI-based (high-confidence)	0.0	1.0	
NODE_A85_length_4119_cov_7.405987_BlackFly16	4119	No	NA	10	8	0	Low-quality	Genome-fragment	7.08	HMM-based (lower-bound)	0.0	1.0	
NODE_A24_length_4116_cov_274.664769_BlackFly53	4116	No	NA	2	1	0	Low-quality	Genome-fragment	33.73	AAI-based (high-confidence)	0.0	1.0	
NODE_A71_length_4114_cov_6.879861_BlackFly3	4114	No	NA	9	8	0	Low-quality	Genome-fragment	10.09	AAI-based (high-confidence)	0.0	1.0	
NODE_A153_length_4113_cov_8.564420_BlackFly49	4113	No	NA	5	5	0	Low-quality	Genome-fragment	5.2	AAI-based (medium-confidence)	0.0	1.0	
NODE_A28_length_4108_cov_938.448772_BlackFly34	4108	No	NA	5	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.03	
NODE_A56_length_4104_cov_8.455178_BlackFly23	4104	No	NA	5	4	0	Low-quality	Genome-fragment	10.18	AAI-based (high-confidence)	0.0	1.0	
NODE_A72_length_4100_cov_5.592344_BlackFly3	4100	No	NA	7	1	0	Low-quality	Genome-fragment	7.11	AAI-based (medium-confidence)	0.0	1.0	
NODE_A37_length_4097_cov_6.321642_BlackFly5	4097	No	NA	10	1	0	Low-quality	Genome-fragment	1.51	AAI-based (medium-confidence)	0.0	1.0	
NODE_A36_length_4096_cov_51.369744_BlackFly32	4096	No	NA	2	1	0	Low-quality	Genome-fragment	33.57	AAI-based (high-confidence)	0.0	1.0	
NODE_B31_length_4089_cov_7.541625_BlackFly5	4089	No	NA	10	3	0	Low-quality	Genome-fragment	4.98	HMM-based (lower-bound)	0.0	1.0	
NODE_A155_length_4084_cov_5.826803_BlackFly49	4084	No	NA	1	1	0	Medium-quality	Genome-fragment	69.53	AAI-based (high-confidence)	0.0	1.0	
NODE_A11_length_4079_cov_1220.221889_BlackFly7	4079	No	NA	3	0	0	Low-quality	Genome-fragment	32.39	AAI-based (medium-confidence)	0.0	1.03	no viral genes detected
NODE_A59_length_4079_cov_46.793603_BlackFly12	4079	No	NA	5	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	
NODE_A12_length_4078_cov_1345.648088_BlackFly7	4078	No	NA	3	1	0	Low-quality	Genome-fragment	33.44	AAI-based (medium-confidence)	0.0	1.01	
NODE_A51_length_4078_cov_18.342414_BlackFly27	4078	No	NA	7	5	0	Low-quality	Genome-fragment	2.94	AAI-based (high-confidence)	0.0	1.0	
NODE_A37_length_4071_cov_34.461192_BlackFly20	4071	No	NA	8	2	0	Low-quality	Genome-fragment	8.26	AAI-based (medium-confidence)	0.0	1.0	
NODE_B34_length_4070_cov_18.128976_BlackFly49	4070	No	NA	8	2	0	Low-quality	Genome-fragment	9.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A9_length_4067_cov_43.793233_BlackFly11	4067	No	NA	1	1	0	Low-quality	Genome-fragment	13.9	AAI-based (high-confidence)	0.0	1.0	
NODE_A157_length_4064_cov_337.964384_BlackFly49	4064	No	NA	8	4	0	Low-quality	Genome-fragment	6.67	HMM-based (lower-bound)	0.0	1.0	
NODE_A66_length_4062_cov_810.283061_BlackFly31	4062	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A15_length_4061_cov_8.011295_BlackFly38	4061	No	NA	6	2	0	Low-quality	Genome-fragment	8.48	AAI-based (medium-confidence)	0.0	1.0	
NODE_A42_length_4061_cov_11.913655_BlackFly30	4061	No	NA	6	5	0	Low-quality	Genome-fragment	8.43	AAI-based (high-confidence)	0.0	1.0	
NODE_A52_length_4060_cov_15.999247_BlackFly27	4060	No	NA	8	2	0	Low-quality	Genome-fragment	5.61	HMM-based (lower-bound)	0.0	1.0	
NODE_A27_length_4054_cov_6.459643_BlackFly10	4054	No	NA	5	4	0	Low-quality	Genome-fragment	9.05	AAI-based (high-confidence)	0.0	1.0	
NODE_A26_length_4047_cov_11.194710_BlackFly21	4047	No	NA	2	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A52_length_4044_cov_6.296950_BlackFly29	4044	No	NA	4	4	0	Low-quality	Genome-fragment	8.47	AAI-based (high-confidence)	0.0	1.0	
NODE_A89_length_4041_cov_9.325933_BlackFly16	4041	No	NA	7	0	0	Low-quality	Genome-fragment	9.57	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A53_length_4040_cov_203.385314_BlackFly29	4040	No	NA	5	3	0	Low-quality	Genome-fragment	10.94	AAI-based (medium-confidence)	0.0	1.0	
NODE_A54_length_4040_cov_142.389856_BlackFly29	4040	No	NA	5	3	0	Low-quality	Genome-fragment	10.72	AAI-based (medium-confidence)	0.0	1.0	
NODE_A29_length_4039_cov_36.513125_BlackFly34	4039	No	NA	3	3	0	Low-quality	Genome-fragment	5.99	AAI-based (high-confidence)	0.0	1.01	
NODE_A55_length_4039_cov_7.821807_BlackFly29	4039	No	NA	11	6	0	Low-quality	Genome-fragment	8.41	AAI-based (high-confidence)	0.0	1.0	
NODE_A51_length_4038_cov_9.142893_BlackFly52	4038	No	NA	4	4	0	Low-quality	Genome-fragment	9.4	AAI-based (medium-confidence)	0.0	1.0	
NODE_A27_length_4036_cov_34.807527_BlackFly21	4036	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A99_length_4035_cov_10.861799_BlackFly28	4035	No	NA	9	2	0	Low-quality	Genome-fragment	8.85	AAI-based (high-confidence)	0.0	1.0	
NODE_A26_length_4032_cov_896.380531_BlackFly53	4032	No	NA	5	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A40_length_4032_cov_11.682427_BlackFly48	4032	No	NA	9	7	0	Low-quality	Genome-fragment	2.38	AAI-based (high-confidence)	0.0	1.0	
NODE_A58_length_4025_cov_8.732016_BlackFly23	4025	No	NA	7	2	0	Low-quality	Genome-fragment	6.86	AAI-based (medium-confidence)	0.0	1.0	
NODE_A90_length_4022_cov_17.755894_BlackFly16	4022	No	NA	1	1	0	Low-quality	Genome-fragment	32.98	AAI-based (medium-confidence)	0.0	1.0	
NODE_A53_length_4020_cov_15.675120_BlackFly27	4020	No	NA	12	3	0	Low-quality	Genome-fragment	4.93	HMM-based (lower-bound)	0.0	1.0	
NODE_A67_length_4019_cov_5.546423_BlackFly31	4019	No	NA	2	2	0	Low-quality	Genome-fragment	8.43	AAI-based (medium-confidence)	0.0	1.0	
NODE_A38_length_4017_cov_4.228934_BlackFly5	4017	No	NA	4	3	0	Low-quality	Genome-fragment	1.33	AAI-based (medium-confidence)	0.0	1.0	
NODE_A91_length_4017_cov_5.907868_BlackFly16	4017	No	NA	9	2	0	Low-quality	Genome-fragment	4.07	HMM-based (lower-bound)	0.0	1.0	
NODE_A92_length_4013_cov_4.162348_BlackFly16	4013	No	NA	1	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A100_length_4012_cov_931.241931_BlackFly28	4012	No	NA	3	1	0	High-quality	High-quality	93.51	HMM-based (lower-bound)	0.0	1.0	
NODE_A10_length_4012_cov_277.458958_BlackFly46	4012	No	NA	2	1	0	Low-quality	Genome-fragment	32.89	AAI-based (high-confidence)	0.0	1.0	
NODE_A33_length_4011_cov_5.400864_BlackFly39	4011	No	NA	1	1	0	Low-quality	Genome-fragment	3.07	HMM-based (lower-bound)	0.0	1.0	
NODE_A12_length_4005_cov_7.099796_BlackFly58	4005	No	NA	1	0	0	Low-quality	Genome-fragment	3.22	AAI-based (medium-confidence)	0.0	1.0	no viral genes detected
NODE_A27_length_3997_cov_13.663520_BlackFly14	3997	No	NA	1	1	0	Low-quality	Genome-fragment	36.2	HMM-based (lower-bound)	0.0	1.0	
NODE_A162_length_3992_cov_73.921328_BlackFly49	3992	No	NA	11	2	0	Low-quality	Genome-fragment	2.78	HMM-based (lower-bound)	0.0	1.0	
NODE_A38_length_3992_cov_14.223244_BlackFly32	3992	No	NA	10	5	0	Low-quality	Genome-fragment	8.32	AAI-based (medium-confidence)	0.0	1.0	
NODE_A30_length_3989_cov_85.427914_BlackFly44	3989	No	NA	2	1	0	Low-quality	Genome-fragment	32.71	AAI-based (high-confidence)	0.0	1.0	
NODE_A35_length_3989_cov_358.219836_BlackFly42	3989	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A35_length_3988_cov_5.224495_BlackFly4	3988	No	NA	6	4	0	Low-quality	Genome-fragment	11.49	AAI-based (high-confidence)	0.0	1.0	
NODE_A68_length_3987_cov_5.972634_BlackFly31	3987	No	NA	2	2	0	Medium-quality	Genome-fragment	89.17	AAI-based (medium-confidence)	0.0	1.0	
NODE_A93_length_3987_cov_24.358568_BlackFly16	3987	No	NA	2	1	0	Low-quality	Genome-fragment	32.68	AAI-based (high-confidence)	0.0	1.0	
NODE_A28_length_3984_cov_106.075250_BlackFly14	3984	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A29_length_3981_cov_409.724385_BlackFly14	3981	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A94_length_3981_cov_7.054303_BlackFly16	3981	No	NA	7	6	0	Low-quality	Genome-fragment	7.27	AAI-based (medium-confidence)	0.0	1.0	
NODE_B36_length_3981_cov_15.286885_BlackFly12	3981	No	NA	4	2	0	Low-quality	Genome-fragment	2.5	AAI-based (medium-confidence)	0.0	1.0	
NODE_A74_length_3980_cov_55.695875_BlackFly3	3980	No	NA	1	1	0	Low-quality	Genome-fragment	3.05	HMM-based (lower-bound)	0.0	1.0	
NODE_A95_length_3968_cov_7.950141_BlackFly16	3968	No	NA	10	2	0	Low-quality	Genome-fragment	9.08	HMM-based (lower-bound)	0.0	1.0	
NODE_A54_length_3967_cov_16.596658_BlackFly27	3967	No	NA	2	1	0	Low-quality	Genome-fragment	32.51	AAI-based (high-confidence)	0.0	1.0	
NODE_A96_length_3959_cov_7.106646_BlackFly16	3959	No	NA	3	2	0	Low-quality	Genome-fragment	9.53	AAI-based (medium-confidence)	0.0	1.0	
NODE_A75_length_3957_cov_207.516495_BlackFly3	3957	No	NA	4	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A30_length_3952_cov_37.613419_BlackFly14	3952	No	NA	5	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A76_length_3952_cov_36.753806_BlackFly3	3952	No	NA	2	1	0	Low-quality	Genome-fragment	32.4	AAI-based (high-confidence)	0.0	1.0	
NODE_B19_length_3946_cov_38.286379_BlackFly34	3946	No	NA	3	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.12	no viral genes detected; low-confidence DTR
NODE_A58_length_3942_cov_55.949030_BlackFly29	3942	No	NA	5	1	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	
NODE_A12_length_3941_cov_3.987060_BlackFly46	3941	No	NA	2	2	0	Medium-quality	Genome-fragment	82.55	AAI-based (high-confidence)	0.0	1.0	
NODE_A30_length_3937_cov_206.069430_BlackFly34	3937	No	NA	2	1	0	Low-quality	Genome-fragment	32.45	AAI-based (high-confidence)	0.0	1.0	
NODE_A61_length_3932_cov_54.915435_BlackFly23	3932	No	NA	6	2	0	Low-quality	Genome-fragment	2.26	HMM-based (lower-bound)	0.0	1.0	
NODE_A78_length_3929_cov_6.656282_BlackFly3	3929	No	NA	5	1	0	Low-quality	Genome-fragment	1.77	HMM-based (lower-bound)	0.0	1.0	
NODE_A42_length_3928_cov_10.372111_BlackFly48	3928	No	NA	3	0	3	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A40_length_3918_cov_8.968237_BlackFly5	3918	No	NA	6	4	0	Low-quality	Genome-fragment	1.4	AAI-based (medium-confidence)	0.0	1.0	
NODE_A41_length_3915_cov_13.124544_BlackFly6	3915	No	NA	1	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A19_length_3908_cov_19.558862_BlackFly38	3908	No	NA	4	1	0	Low-quality	Genome-fragment	8.64	HMM-based (lower-bound)	0.0	1.0	
NODE_A17_length_3900_cov_120.656552_BlackFly45	3900	No	NA	3	1	0	Low-quality	Genome-fragment	32.16	AAI-based (medium-confidence)	0.0	1.01	
NODE_B14_length_3900_cov_4.394455_BlackFly36	3900	No	NA	6	3	0	Low-quality	Genome-fragment	9.49	AAI-based (medium-confidence)	0.0	1.0	
NODE_A100_length_3899_cov_39.241235_BlackFly16	3899	No	NA	4	3	1	Low-quality	Genome-fragment	9.0	AAI-based (high-confidence)	0.0	1.0	
NODE_A55_length_3899_cov_7.177394_BlackFly27	3899	No	NA	8	2	0	Low-quality	Genome-fragment	4.98	AAI-based (medium-confidence)	0.0	1.0	
NODE_A34_length_3892_cov_6.349672_BlackFly9	3892	No	NA	8	7	0	Low-quality	Genome-fragment	8.77	AAI-based (high-confidence)	0.0	1.0	
NODE_A70_length_3892_cov_11.540498_BlackFly31	3892	No	NA	5	2	0	Low-quality	Genome-fragment	8.99	AAI-based (high-confidence)	0.0	1.0	
NODE_A14_length_3891_cov_2197.803094_BlackFly7	3891	No	NA	3	2	0	Not-determined	Genome-fragment	NA	NA	0.0	1.01	low-confidence DTR
NODE_A44_length_3891_cov_17.065810_BlackFly48	3891	No	NA	2	1	0	Low-quality	Genome-fragment	31.61	AAI-based (high-confidence)	0.0	1.0	
NODE_A44_length_3887_cov_173.315486_BlackFly30	3887	No	NA	4	1	0	Low-quality	Genome-fragment	42.68	HMM-based (lower-bound)	0.0	1.01	low-confidence DTR
NODE_A44_length_3887_cov_9.301050_BlackFly6	3887	No	NA	8	0	0	Not-determined	Genome-fragment	NA	NA	0.0	1.0	no viral genes detected
NODE_A79_length_3884_cov_4.215655_BlackFly3	3884	No	NA	1	1	0	Medium-quality	Genome-fragment	66.12	AAI-based (medium-confidence)	0.0	1.0	
NODE_A108_length_3880_cov_12.028662_BlackFly28	3880	No	NA	10	3	0	Low-quality	Genome-fragment	5.42	HMM-based (lower-bound)	0.0	1.0	
NODE_A38_length_3879_cov_8.441084_BlackFly20	3879	No	NA	7	2	0	Low-quality	Genome-fragment	8.63	AAI-based (medium-confidence)	0.0	1.0	
