	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A19749_length_807_cov_3.653425_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Saclayvirus	Acinetobacter phage vB_AbaM_phiAbaA1
NODE_A197_length_1324_cov_3.309543_BlackFly5	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	unclassified
NODE_A197_length_1367_cov_57.739535_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum gloeosporioides partitivirus 1
NODE_A197_length_2140_cov_13.999515_BlackFly23	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A197_length_2428_cov_4.314760_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pantoea phage PdC23
NODE_A19807_length_806_cov_5.481481_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A19820_length_584_cov_2.169625_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A19831_length_584_cov_1.690335_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1985_length_505_cov_2.598131_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A1987_length_1140_cov_8.256820_BlackFly3	Viruses	unclassified	unclassified	unclassified	Anelloviridae	unclassified	unclassified
NODE_A1989_length_502_cov_1.400000_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A1989_length_527_cov_4.246667_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A198_length_1048_cov_7.106076_BlackFly20	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	unclassified	unclassified	Plasmopara viticola lesion associated mycobunyavirales-like virus 1
NODE_A198_length_1263_cov_6.150084_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A198_length_1431_cov_2.407681_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A198_length_1879_cov_765.825194_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum eremochloae partitivirus 1
NODE_A198_length_2423_cov_3.499147_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A1990_length_967_cov_1.870787_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1991_length_697_cov_4.372581_BlackFly16	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	unclassified	Plant associated virga-like virus 1
NODE_A19926_length_582_cov_4.449505_BlackFly3	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	unclassified	unclassified	Ceratitis capitata reo-like virus 1
NODE_A1993_length_591_cov_0.850195_BlackFly52	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	unclassified	unclassified
NODE_A1994_length_587_cov_2.268627_BlackFly53	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp.
NODE_A1995_length_604_cov_1.127135_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acinetobacter phage AM24
NODE_A19961_length_582_cov_2.400000_BlackFly3	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp.
NODE_A1999_length_590_cov_2.465887_BlackFly52	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Beauveria bassiana polymycovirus 3
NODE_A1999_length_691_cov_2.236156_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A199_length_1045_cov_6.971074_BlackFly20	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A199_length_1709_cov_4.348652_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A199_length_1784_cov_25.721148_BlackFly32	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A199_length_2551_cov_22099.823363_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Alternaviridae	Alternavirus	unclassified
NODE_A19_length_2902_cov_6.881416_BlackFly11	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Oryctes rhinoceros nudivirus
NODE_A19_length_3113_cov_22.116601_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	Muscavirus	Musca hytrosavirus
NODE_A19_length_3430_cov_85.805846_BlackFly58	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A19_length_3435_cov_52.119714_BlackFly25	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A19_length_3865_cov_1441.467001_BlackFly45	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A19_length_4612_cov_1567.792062_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 7
NODE_A19_length_5169_cov_708.666929_BlackFly21	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Grapevine-associated negative single-stranded RNA virus 1
NODE_A19_length_6633_cov_12.289353_BlackFly9	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Cripavirus	Bactrocera dorsalis cripavirus isolate Bo
NODE_A1_length_10941_cov_33.802467_BlackFly17	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Riboviria sp.
NODE_A1_length_145739_cov_4378.993224_BlackFly20	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Henunavirus	unclassified
NODE_A1_length_147944_cov_50.530186_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A1_length_178860_cov_752.098662_BlackFly44	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A1_length_219545_cov_63.599691_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A1_length_26678_cov_24.740498_BlackFly33	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Septimatrevirus	Pseudomonas phage PaMx42
NODE_A1_length_282905_cov_503.825449_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Agricanvirus	Erwinia phage AH06
NODE_A1_length_2980_cov_37.704788_BlackFly_NC_Jara_2	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Hubei lepidoptera virus 5
NODE_A1_length_40427_cov_73.817323_BlackFly11	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A1_length_49347_cov_9361.809316_BlackFly50	Viruses	Uroviricota	Caudoviricetes	unclassified	Zobellviridae	unclassified	Erwinia phage Pecta
NODE_A1_length_53381_cov_13.647212_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A1_length_60093_cov_10932.194731_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	Casjensviridae	Seodaemunguvirus	Seodaemunguvirus YMC16-01N133
NODE_A1_length_62752_cov_2246.284308_BlackFly43	Viruses	Uroviricota	Caudoviricetes	unclassified	Casjensviridae	Dunedinvirus	Dunedinvirus JS26
NODE_A1_length_70234_cov_38.959747_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Prokaryotic dsDNA virus sp.
NODE_A1_length_74294_cov_202.265074_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A1_length_9828_cov_156.569377_BlackFly18	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Iflaviridae	unclassified	Budalangi Iflavi-like virus
NODE_A20087_length_650_cov_3.631763_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A2009_length_586_cov_1.385069_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Schitoviridae	Presleyvirus	Presleyvirus presley
NODE_A200_length_1840_cov_6.819058_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A20135_length_569_cov_2.504065_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A2013_length_585_cov_3.399606_BlackFly53	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Botryosphaeria dothidea partitivirus 3
NODE_A2016_length_795_cov_2.770195_BlackFly11	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	unclassified
NODE_A2018_length_774_cov_6.275466_BlackFly_NC_2_Jill	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A20199_length_579_cov_3.669323_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A201_length_1305_cov_7.102606_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage Phabio
NODE_A201_length_1705_cov_94.342752_BlackFly52	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Ustilaginoidea virens partitivirus 2
NODE_A201_length_2445_cov_18.630912_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A20257_length_587_cov_1.862745_BlackFly45	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Dicistroviridae	Triatovirus	Black queen cell virus
NODE_A2025_length_702_cov_2.595200_BlackFly22	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A20266_length_579_cov_1.125498_BlackFly3	Viruses	Phixviricota	Malgrandaviricetes	Petitvirales	Microviridae	unclassified	unclassified
NODE_A2026_length_1135_cov_5.311909_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A2029_length_637_cov_2.810714_BlackFly10	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A202_length_1037_cov_2.197917_BlackFly20	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	Banana streak UL virus
NODE_A202_length_1403_cov_60.909502_BlackFly30	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A202_length_2043_cov_99.643947_BlackFly34	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A202_length_2520_cov_8.812116_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A2033_length_1234_cov_3.218669_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A20376_length_567_cov_2.179592_BlackFly19	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A203_length_1302_cov_2.644082_BlackFly5	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Oat sterile dwarf virus
NODE_A203_length_1398_cov_11.547313_BlackFly30	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A203_length_2472_cov_9.841754_BlackFly28	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A20417_length_577_cov_1.196000_BlackFly3	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A2045_length_988_cov_3.284303_BlackFly19	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	unclassified
NODE_A204_length_1053_cov_3.823770_BlackFly10	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A204_length_1477_cov_5.469286_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Cronosvirus	unclassified
NODE_A204_length_1664_cov_3.148708_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A204_length_1698_cov_5.236274_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A2052_length_1167_cov_2.878899_BlackFly39	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	unclassified	unclassified	Leptosphaerulina chartarum flexivirus 1
NODE_A2052_length_586_cov_2.206287_BlackFly52	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	Polycipiviridae	unclassified	Ora Rivulet insect-associated polycipivirus
NODE_A205_length_1355_cov_4.302817_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A205_length_1393_cov_6.566869_BlackFly30	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A205_length_1500_cov_2.799719_BlackFly48	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A205_length_1692_cov_27.300929_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated bipartite virus 1
NODE_A205_length_2410_cov_15.909559_BlackFly16	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A20623_length_603_cov_1.612167_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A2065_length_1129_cov_2.596958_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bactrocera dorsalis nora virus
NODE_A2065_length_679_cov_4.406977_BlackFly31	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus nidulans partitivirus 1
NODE_A2068_length_1129_cov_1.858365_BlackFly3	Viruses	Artverviricota	Revtraviricetes	Ortervirales	Caulimoviridae	Badnavirus	unclassified
NODE_A206_length_1290_cov_4.013190_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage PhiPA3
NODE_A206_length_1469_cov_16.132184_BlackFly42	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Discoviridae	Orthodiscovirus	Orthodiscovirus hispaniae
NODE_A206_length_2029_cov_601.670594_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Capybara virus 22_cap1_591
NODE_A2071_length_785_cov_1.906780_BlackFly7	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A20788_length_500_cov_1.810875_BlackFly36	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Yersinia phage fEV-1
NODE_A2079_length_639_cov_5.941281_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	unclassified
NODE_A207_length_1047_cov_3.369072_BlackFly10	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A207_length_1828_cov_5.733295_BlackFly36	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A20802_length_644_cov_1.689594_BlackFly27	Viruses	Cossaviricota	Quintoviricetes	Piccovirales	Parvoviridae	unclassified	Bat associated densovirus
NODE_A20817_length_644_cov_1.192240_BlackFly27	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A2081_length_644_cov_2.024691_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A2081_length_714_cov_33.648352_BlackFly_NC_Ludovica_1	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A20867_length_652_cov_2.873043_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A2086_length_566_cov_4.208589_BlackFly49	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage vB_PsaP_M1
NODE_A20883_length_600_cov_3.057361_BlackFly23	Viruses	unclassified	Naldaviricetes	Lefavirales	Nudiviridae	Alphanudivirus	Drosophila melanogaster nudivirus B
NODE_A20895_length_571_cov_3.621457_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A208_length_1628_cov_3.007092_BlackFly59	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A208_length_2461_cov_8.367869_BlackFly31	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 8
NODE_A2096_length_739_cov_3.734139_BlackFly58	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A20974_length_642_cov_2.469027_BlackFly27	Viruses	Kitrinoviricota	Alsuviricetes	Tymovirales	Gammaflexiviridae	Gammaflexivirus	Gammaflexivirus PaGFV-1
NODE_A209_length_1442_cov_3.158242_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Cronosvirus	unclassified
NODE_A209_length_1830_cov_29.011979_BlackFly39	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum eremochloae partitivirus 1
NODE_A209_length_2389_cov_8.317042_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A20_length_12140_cov_876.354307_BlackFly3	Viruses	Kitrinoviricota	Flasuviricetes	Amarillovirales	Flaviviridae	Flavivirus	Tabanus rufidens flavivirus
NODE_A20_length_3074_cov_12.076076_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A20_length_3553_cov_122.957710_BlackFly46	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A20_length_3564_cov_18.189561_BlackFly22	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A20_length_3688_cov_23.003600_BlackFly38	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A20_length_3849_cov_239.570520_BlackFly45	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A20_length_5097_cov_25.985060_BlackFly21	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Penicillium digitatum totivirus 2
NODE_A20_length_5601_cov_15.239862_BlackFly14	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A20_length_5896_cov_123.737068_BlackFly39	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A20_length_6523_cov_9.865033_BlackFly20	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	unclassified
