	Kingdom	Phylum	Class	Order	Family	Genus	Species
NODE_A226_length_1139_cov_1.753296_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A226_length_1283_cov_2.390547_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diaporthe pseudophoenicicola chrysovirus 1
NODE_A226_length_2236_cov_6.048634_BlackFly16	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A226_length_2261_cov_9.420788_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A227_length_1374_cov_3.771010_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	Cronosvirus	unclassified
NODE_A227_length_1657_cov_24.882911_BlackFly32	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A227_length_2255_cov_3.199725_BlackFly3	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	unclassified	Emberiza spodocephala Genomoviridae sp.
NODE_A227_length_2307_cov_6.227803_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A2291_length_1092_cov_9.454187_BlackFly23	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Gammapartitivirus sp.
NODE_A229_length_1347_cov_5.433071_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A229_length_1587_cov_2.822517_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Bacteriophage sp.
NODE_A22_length_2942_cov_9.320419_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A22_length_3355_cov_39.594570_BlackFly58	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A22_length_3511_cov_136.183751_BlackFly7	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A22_length_3531_cov_16.907933_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 3
NODE_A22_length_4350_cov_78.049614_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Erysiphe necator associated totivirus 8
NODE_A22_length_5928_cov_245.118612_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A22_length_6588_cov_9.952849_BlackFly48	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Roskildevirus cronus
NODE_A22_length_7860_cov_12.814724_BlackFly15	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Acidovorax phage ACF1
NODE_A230_length_1280_cov_3.500416_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A230_length_1650_cov_4.347743_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A231_length_1229_cov_5.474826_BlackFly44	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A231_length_1741_cov_37.003005_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 1
NODE_A231_length_1984_cov_5.547457_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Hungariovirus	Hungariovirus C1302
NODE_A232_length_1347_cov_25.718110_BlackFly21	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Phoma matteuciicola partitivirus 1
NODE_A232_length_1581_cov_2.987367_BlackFly52	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A232_length_1635_cov_68.585366_BlackFly15	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Fusarium graminearum dsRNA mycovirus 5
NODE_A232_length_2021_cov_10.299383_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	Drexlerviridae	Nouzillyvirus	unclassified
NODE_A232_length_2160_cov_4.308209_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A2334_length_1095_cov_3.008841_BlackFly3	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A2334_length_1106_cov_3.162293_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Diplodia seriata chrysovirus 1
NODE_A233_length_1572_cov_36.232776_BlackFly52	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 1
NODE_A234_length_1207_cov_3.930088_BlackFly44	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A234_length_1268_cov_2.710327_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A234_length_1330_cov_3.413408_BlackFly21	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	Vibrio phage vB_VhaP_VH-5
NODE_A234_length_1560_cov_22.370870_BlackFly59	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A234_length_1598_cov_6.733070_BlackFly29	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Betachrysovirus	Betachrysovirus neofusicocci
NODE_A234_length_2020_cov_4.017499_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A234_length_2298_cov_8.771274_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated mycovirus 1
NODE_A2357_length_1103_cov_3.983431_BlackFly27	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A235_length_1269_cov_6.064597_BlackFly38	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Thelebolus microsporus partitivirus 1
NODE_A235_length_2150_cov_7.749156_BlackFly16	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Ustilago maydis virus H1
NODE_A236_length_1168_cov_4.105408_BlackFly5	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae mymonavirus 1
NODE_A236_length_1269_cov_4.454698_BlackFly30	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	unclassified
NODE_A236_length_1402_cov_12.934340_BlackFly6	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Fusarium graminearum dsRNA mycovirus 5
NODE_A2377_length_1190_cov_5.999102_BlackFly14	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	unclassified
NODE_A237_length_1220_cov_11.640420_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A237_length_1714_cov_999.905925_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Colletotrichum eremochloae partitivirus 1
NODE_A237_length_2103_cov_50.560711_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Fusarium graminearum dsRNA mycovirus 5
NODE_A237_length_2274_cov_22.084661_BlackFly31	Viruses	Lenarviricota	Amabiliviricetes	Wolframvirales	Narnaviridae	unclassified	Oidiodendron maius splipalmivirus 1
NODE_A238_length_1083_cov_2.747515_BlackFly58	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A238_length_1395_cov_2.985584_BlackFly6	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A238_length_2217_cov_2.854673_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Enterobacter phage EC151
NODE_A2399_length_1129_cov_2.627376_BlackFly39	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Plasmopamonavirus	Plasmopamonavirus plasmoparae
NODE_A239_length_1193_cov_19.869176_BlackFly44	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Erysiphe necator associated partitivirus 3
NODE_A239_length_1262_cov_5.050633_BlackFly38	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 4
NODE_A239_length_1538_cov_8.216975_BlackFly52	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Aspergillus ochraceous virus
NODE_A239_length_1615_cov_3.090377_BlackFly15	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A23_length_10487_cov_419.766667_BlackFly16	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Xinzhou nematode virus 1
NODE_A23_length_10825_cov_5670.042892_BlackFly3	Viruses	unclassified	unclassified	unclassified	unclassified	Botybirnavirus	Plasmopara viticola lesion associated botybirna 1
NODE_A23_length_2126_cov_17.497804_BlackFly41	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykroznavirus	Bat associated gemykronzavirus 2
NODE_A23_length_2899_cov_21.461021_BlackFly18	Viruses	Pisuviricota	Pisoniviricetes	Picornavirales	unclassified	unclassified	Atrato Picorna-like virus
NODE_A23_length_3310_cov_59.697185_BlackFly58	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A23_length_3388_cov_77.214437_BlackFly7	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A23_length_3590_cov_17.382010_BlackFly38	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Poaceae Liege alphachrysovirus 3
NODE_A23_length_3659_cov_266.766052_BlackFly45	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Erysiphe necator associated chrysovirus 2
NODE_A23_length_4374_cov_16.596928_BlackFly21	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Hypoviridae	Alphahypovirus	Alphahypovirus fusarii
NODE_A240_length_1092_cov_4.046305_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A240_length_1250_cov_3.129582_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Victorivirus	unclassified
NODE_A240_length_1252_cov_6.200851_BlackFly30	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Hangzhou partiti-like virus 1
NODE_A240_length_1709_cov_31.406250_BlackFly36	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partiti-like 2
NODE_A240_length_2053_cov_3.827935_BlackFly57	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A240_length_2124_cov_12.086957_BlackFly16	Viruses	Cressdnaviricota	Repensiviricetes	Geplafuvirales	Genomoviridae	Gemykroznavirus	Bat associated gemykronzavirus 2
NODE_A241_length_1150_cov_3.935694_BlackFly5	Viruses	Duplornaviricota	Resentoviricetes	Reovirales	Spinareoviridae	Fijivirus	Oat sterile dwarf virus
NODE_A241_length_1309_cov_3.207792_BlackFly21	Viruses	unclassified	unclassified	unclassified	Polymycoviridae	Polymycovirus	Fusarium redolens polymycovirus 1
NODE_A241_length_1621_cov_7.035622_BlackFly32	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A242_length_1089_cov_2.308300_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	Pseudomonas phage OBP
NODE_A242_length_2047_cov_11.084772_BlackFly57	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A2433_length_1295_cov_3.692118_BlackFly34	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A243_length_1006_cov_3.129171_BlackFly10	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	unclassified
NODE_A243_length_1239_cov_5.067126_BlackFly53	Viruses	Uroviricota	Caudoviricetes	unclassified	Autographiviridae	unclassified	unclassified
NODE_A243_length_1518_cov_3.611381_BlackFly52	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A244_length_1074_cov_3.362086_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A244_length_1147_cov_6.454206_BlackFly5	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Noxifervirus	Noxifervirus noxifer
NODE_A244_length_1586_cov_245.868787_BlackFly15	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus creber partitivirus 1
NODE_A244_length_1947_cov_18.424064_BlackFly12	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Aspergillus fumigatus RNA virus 1
NODE_A2464_length_1076_cov_4.947948_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	unclassified
NODE_A246_length_1071_cov_16.020121_BlackFly35	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A246_length_1238_cov_3.219638_BlackFly53	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Sanya totivirus 11
NODE_A247_length_1593_cov_101.981530_BlackFly32	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A2484_length_1073_cov_2.859438_BlackFly23	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Pseudomonas phage vB_PpS_SYP
NODE_A2495_length_1287_cov_5.934711_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Hungariovirus	Hungariovirus C1302
NODE_A249_length_1067_cov_4.148485_BlackFly35	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	Petsuvirus	unclassified
NODE_A249_length_1351_cov_4.716641_BlackFly6	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	unclassified	unclassified	Martellivirales sp.
NODE_A249_length_1581_cov_32.214096_BlackFly32	Viruses	Cressdnaviricota	unclassified	unclassified	unclassified	unclassified	CRESS virus sp.
NODE_A24_length_14951_cov_14.818811_BlackFly28	Viruses	Uroviricota	Caudoviricetes	unclassified	Straboviridae	Roskildevirus	Erwinia phage FBB1
NODE_A24_length_2884_cov_7.702173_BlackFly18	Viruses	unclassified	Naldaviricetes	Lefavirales	Hytrosaviridae	unclassified	Drosophila suzukii associated hytrosavirus 1
NODE_A24_length_3128_cov_33.994756_BlackFly7	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	unclassified
NODE_A24_length_3212_cov_10.860925_BlackFly58	Viruses	Negarnaviricota	Monjiviricetes	Mononegavirales	Mymonaviridae	Plasmopamonavirus	Plasmopamonavirus plasmoparae
NODE_A24_length_3266_cov_12.291314_BlackFly24	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	unclassified	Totiviridae sp.
NODE_A24_length_3531_cov_38.081644_BlackFly45	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus isariae
NODE_A24_length_3553_cov_4.641254_BlackFly38	Viruses	Negarnaviricota	unclassified	unclassified	unclassified	unclassified	Erysiphe necator associated negative-stranded RNA virus 4
NODE_A24_length_4116_cov_274.664769_BlackFly53	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Wuhan insect virus 30
NODE_A24_length_4281_cov_11.563987_BlackFly34	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Myoviridae environmental samples
NODE_A24_length_5118_cov_11.284666_BlackFly20	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	unclassified	unclassified	Plasmopara viticola lesion associated mycobunyavirales-like virus 1
NODE_A24_length_5499_cov_48.513833_BlackFly42	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Totiviridae	Totivirus	Conidiobolus lamprauges totivirus 1
NODE_A24_length_6629_cov_21.258089_BlackFly23	Viruses	Kitrinoviricota	Alsuviricetes	Martellivirales	Virgaviridae	Tobamovirus	unclassified
NODE_A24_length_7731_cov_166.429579_BlackFly27	Viruses	Negarnaviricota	Ellioviricetes	Bunyavirales	Phasmaviridae	unclassified	Ditton virus
NODE_A2504_length_1174_cov_2.342753_BlackFly14	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	uncultured Caudovirales phage
NODE_A250_length_1159_cov_3.037893_BlackFly44	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Macrophomina phaseolina partitivirus 1
NODE_A250_length_1504_cov_3.063069_BlackFly52	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Magnaporthe oryzae polymycovirus 2
NODE_A250_length_1569_cov_34.904826_BlackFly15	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Aspergillus creber partitivirus 1
NODE_A250_length_1579_cov_86.088549_BlackFly32	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	Gammapartitivirus	Erysiphe necator associated gammapartitivirus 2
NODE_A250_length_1881_cov_5.906874_BlackFly27	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Chrysovirus	Grapevine associated chrysovirus-3
NODE_A250_length_2195_cov_17.561379_BlackFly31	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A251_length_1964_cov_10.579756_BlackFly23	Viruses	unclassified	unclassified	unclassified	unclassified	unclassified	Plasmopara viticola lesion associated polymycovirus 3
NODE_A252_length_2173_cov_4.513836_BlackFly3	Viruses	Uroviricota	Caudoviricetes	unclassified	unclassified	unclassified	Caudoviricetes sp.
NODE_A253_length_1121_cov_5.981801_BlackFly22	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	Alphachrysovirus	Alphachrysovirus penicillii
NODE_A253_length_1140_cov_5.041392_BlackFly7	Viruses	Duplornaviricota	Chrymotiviricetes	Ghabrivirales	Chrysoviridae	unclassified	unclassified
NODE_A253_length_1342_cov_14.438735_BlackFly6	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Ustilaginoidea virens partitivirus 4
NODE_A253_length_1559_cov_12.865047_BlackFly32	Viruses	Pisuviricota	Duplopiviricetes	Durnavirales	Partitiviridae	unclassified	Plasmopara viticola lesion associated Partitivirus 3
